location;core;transectid;treatm;fate;predtype;headatt;birdatt;mammatt;missing;destroyed;time;rodent
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;1;mammal;1;0;1;0;1;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;1;mammal;1;0;1;0;1;4;0
Baunzen;1;BA1;SS;1;mammal;1;0;1;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;NA;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;1;mammal;0;0;1;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;1;bird;0;1;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;1;mammal;1;0;1;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;1;mammal;1;0;1;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;SS;1;mammal;0;0;1;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;1;mammal;1;0;1;0;NA;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;NA;NA;NA;NA;NA;0;1;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;1
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;1;bird;1;1;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;1;bird;1;1;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;SS;0;none;0;0;0;0;0;4;0
Baunzen;1;BA1;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB1;SS;1;bird;1;1;0;0;0;4;0
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB1;SS;1;mammal;1;0;1;0;0;4;0
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;SS;1;mammal;1;0;1;0;0;4;0
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB1;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB1;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB1;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;1;bird;0;1;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;1;mammal;0;0;1;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;1;mammal;0;0;1;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;NA;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;1;bird;0;1;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB2;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;1;bird;1;1;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB3;SS;1;various;1;1;1;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB3;SS;1;bird;0;1;0;0;0;4;0
Tullnerbach;0;TB3;LS;1;bird;1;1;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;1
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;LS;0;none;0;0;0;0;0;4;0
Tullnerbach;0;TB3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;1;bird;0;1;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;1;mammal;1;0;1;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;1;bird;0;1;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;1;bird;0;1;0;0;0;4;0
Mauerbarch;1;MA1;LS;1;bird;1;1;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;1;bird;1;1;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;1;mammal;0;0;1;0;0;4;0
Mauerbarch;1;MA1;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA1;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;SS;1;bird;1;1;0;0;0;4;1
Mauerbarch;1;MA2;LS;1;bird;1;1;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA2;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA2;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;SS;1;mammal;0;0;1;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;LS;1;bird;0;1;0;0;0;4;0
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;1
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;LS;0;none;0;0;0;0;0;4;0
Mauerbarch;1;MA3;SS;0;none;0;0;0;0;0;4;0